LithologyCode,LithNumber,OldIDNumber,LAT,NS,LONG,EW,Continent,Country,GeogComments,start,end,LMU,Period,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso,LocalURN
K,262,K4611,44,N,-105,W,North America,United States,Wyoming:western side of the Black Hills in Crook County,163.5,145,L-M-U?,Jurassic,,,Kaolinites,upper part of the Morrison Frm,kaolinitic sediments,Tank(1956),,1595
CR,263,Cr4611.2,-34,S,22,E,Africa,South Africa,Algoa Basin,163.5,145,Upper,Jurassic,,,Crocodilians,Kirkwood,,Rich et al.(1983),,1596
CR,264,Cr4612,45,N,88,E,Asia,China,Xinjiang,163.5,145,Upper,Jurassic,,,Crocodilians,,,Wu Xiao-chun et al.(1996a),,1597
CR,265,Cr14612.1,43,N,68,E,Asia,China,Kazakhstan:Karatau,163.5,145,L-M-U?,Jurassic,,,Crocodilians,Karabastan Bed,,Bakhturina(1997),,1598
CR,266,Cr4612.2,46,N,95,E,Asia,China,Mongolia:Mongolian Altai in southwestern Mongolia,163.5,145,L-M-U?,Jurassic,,,Crocodilians,,,Storrs Efimov(2000),,1599
CR,267,Cr4613,50.75,N,-2,W,Europe,Britain,Dorset,163.5,145,Upper,Jurassic,Kimmeridge,,Crocodilians,,,Delair(1958),,1600
CR,268,Cr4614,52.5,N,0,,Europe,Britain,Whiltshire,163.5,145,Upper,Jurassic,Kimmeridgian,,Crocodilians,,,Grange Benton(1996),,1601
CR,269,Cr4614.1,38,N,-105,E,North America,United States,Colorado:near Canon City,163.5,145,Upper,Jurassic,,,Crocodilians,Morrison,,Mook(1967),,1602
CR,270,Cr4615,-39,S,-68,W,South America,Argentina,Mendoza and Neuquen,163.5,145,Upper,Jurassic,,,Crocodilians,,,Gasparini(1981),,1603
E,1,E3791,32,N,6,E,Africa,Algeria,Hassi Messaoud in eastern Algeria,201.3,163.5,L - M,Jurassic,,,Evaporites,,,Balducchi Pommier(1970),see also Busson Cornee(1991),1604
E,2,E3792,29,N,35,E,Africa,Egypt,Gulf of Suez region,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,borehole evaporite,Said(1962),,1605
E,3,E3793,30,N,28,E,Africa,Egypt,,201.3,163.5,Lower,Jurassic,Pliensbachian-Toarcian,,Evaporites,Katteniya,,Keeley et al.(1990),,1606
E,4,E3793.1,30.5,N,32,E,Africa,Egypt,Eastern Desert,201.3,163.5,Lower,Jurassic,Toarcian,,Evaporites,,,Ibrahim et al.(2001),,1607
E,5,E3794,10,N,38,E,Africa,Ethiopia,Blue Nile region of central Ethiopia,201.3,163.5,Lower,Jurassic,,"""Liassic-Triassic""",Evaporites,Abbai,Abbai stata gypsum,Beauchamp et al.(1990),,1608
E,6,E3795,-2,S,40,E,Africa,Kenya,northeastern coastal Kenya from the Lamu Basin,201.3,163.5,Middle,Jurassic,,,Evaporites,,,Karanja(1993; oral comm.),,1609
E,7,E3796,31,N,13,E,Africa,Libya,Ras Al Tabil,201.3,163.5,M - U,Jurassic,Sinemurian thru Bajocian,,Evaporites,Abu Ghaylan Bir Alghanam and Abreghs Frm,Ras Al Tabil borehole,Cornell Tekbali(1993),,1610
E,8,E3796.1,32,N,12.5,E,Africa,Libya,northwestern Libya,201.3,163.5,L - M,Jurassic,,Lias and Dogger,Evaporites,,,Magnier(1963),,1611
E,9,E3797,-20,S,45,E,Africa,Madagascar,,201.3,163.5,Middle,Jurassic,Aalenian,,Evaporites,,,Besairie(1972  p.114),,1612
E,10,E3798,32,N,-10,W,Africa,Morocco,offshore Eassaouira and Tarfaya Basins of Morocco,201.3,163.5,Lower,Jurassic,,later Triassic-earlier Jurassic,Evaporites,,,Heyman(1989),,1613
E,11,E3799,32.5,N,-3,W,Africa,Morocco,Skoura region,201.3,163.5,Middle,Jurassic,Bathonian-?Callovian,,Evaporites,,,Charriere et al.(1994),,1614
E,12,E3799.1,31,N,-9,W,Africa,Morocco,Argana Basin,201.3,163.5,Lower,Jurassic,Toarcian,,Evaporites,high Atlas Tamarout Frm,,Ait Chayeb et al.(1968),,1615
E,13,E3799.2,-24.5,S,17.75,E,Africa,Namibia,,201.3,163.5,Lower,Jurassic,,,Evaporites,Kalkrand,evaporitic material,Stollhofen et al.(1998),,1616
E,14,E3800,34,N,-5,W,Africa,,North Africa:area from Morocco thru Algeria to Tunisia,201.3,163.5,Lower,Jurassic,,Triassic-Jurassic,Evaporites,,,Tortochaux(1968),,1617
E,15,E3801,34,N,-9,E,Africa,,North Africa:area from Morocco thru Algeria to Tunisia,201.3,163.5,Lower,Jurassic,,Triassic-Jurassic,Evaporites,,,Tortochaux(1968),,1618
E,16,E3805,33,N,5,E,Africa,,North Africa: northern part of the Saharan Platform,201.3,163.5,Middle,Jurassic,,Lias through Dogger-Triassic Province?  Chott Basin Lias and Dogger?,Evaporites,,,Sonatrach(1979),,1619
E,17,E3802,15,N,-18,W,Africa,,North Africa:Aaiun Basin of northwest Africa  the Senegal Basin,201.3,163.5,Lower,Jurassic,,,Evaporites,,,Rona(1982  Table 1),,1620
E,18,E3803,33,N,5,E,Africa,,North Africa:Algerian Sahara,201.3,163.5,Lower,Jurassic,,,Evaporites,,,Rona(1982  Table 1),,1621
E,19,E3804,20,N,-10,W,Africa,,North Africa:Mauretania and Morocco,201.3,163.5,Lower,Jurassic,,Upper Triassic-Lower Jurassic,Evaporites,,,Manspeizer(1988),,1622
E,20,E3804.1,25,N,13,E,Africa,,North Africa:Libyan Murzuq Basin,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,Tuoratine,,Rusk(2001  Fig. 15),,1623
E,21,E3806,-4.5,S,54,E,Africa,Seychelles,Reith Bank Owen Bank,201.3,163.5,L - M,Jurassic,,,Evaporites,,Reith Bank -1 well also Owen Bank well,Wolden Belle(1992  Fig. 9),,1624
E,22,E3807,2,N,44,E,Africa,Somalia,southern Somalia,201.3,163.5,L-M-U?,Jurassic,,,Gypsum,Adigrat,,Barnes(1976),,1625
E,23,E3808,10,N,50.5,E,Africa,Somalia,northern Somalia,201.3,163.5,L-M-U?,Jurassic,,,Gypsum,Hamanlei and Uarandab Frms,,Barnes(1976),,1626
E,24,E3808.1,-8,S,38,E,Africa,Tanzania,Mandawa Salt Basin,201.3,163.5,Lower,Jurassic,,,Evaporites,,,Mbede Dualeh(1997),,1627
E,25,E3809,32,N,10,E,Africa,Tunisia,(southern Tunisia),201.3,163.5,Lower,Jurassic,(Hettangian),,Evaporites,,,Ismail M'Rabet(1990); Ismail  cites southern Tunisia),(see also Kamoun et al.(2001)  Fig. 5) ,1628
E,26,E3809.1,25,N,50,E,Asia,Arabia,Saudi Arabia,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,,Wilson(1985) and Wood Wolfe(1969),,1629
E,27,E3809.2,25,N,50,E,,,,201.3,163.5,,,,,Evaporites,,,,,1630
E,28,E3810,34,N,87,E,Asia,China,Western China:Nadigangri,201.3,163.5,Middle,Jurassic,,,Gypsum,Yanshiping Group,,The Comprehensive Scientific Exedition Team to the Qinghai-Xizang Plateau Academia Sinica(1984),,1631
E,29,E3811,32,N,94,E,Asia,China,Western China:Baqing,201.3,163.5,Middle,Jurassic,,,Gypsum,Yanshiping Group,,The Bureau of Geology of Qinghai Province(1972),,1632
E,30,E3812,44,N,81,E,Asia,China,Western China:Yining,201.3,163.5,L - M,Jurassic,,,Gypsum,Shuixigou,,The Compiling Group of the Regional Stratagraphy Chart of Xinjiang(1981),,1633
E,31,E3813,42,N,90,E,Asia,China,Western China:Keziletage,201.3,163.5,L - M,Jurassic,,,Gypsum,Kezilenuer,,The Compiling Group of the Regional Stratagraphy Chart of Xinjiang(1981),,1634
E,32,E3814,37,N,89,E,Asia,China,Western China:southeastern Qiemo,201.3,163.5,L - M,Jurassic,,,Gypsum,Taerga,coals from the same region occur at different horizons,The Compiling Group of the Regional Stratagraphy Chart of Xinjiang(1981),,1635
E,33,E3814.1,31,N,49,E,,,,201.3,163.5,,,,,Evaporites,,,,,1636
E,34,E3815,32,N,45,E,Asia,Iraq,,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,,Alsinawi Saadallh(1973),,1637
E,35,E3815.1,30,N,43,E,Asia,Iraq,,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,Adaiyah and Alan Frms,in the fold belt,Beydoun(1991  Figs.12 13),,1638
E,36,E3816,31,N,35,E,Asia,Israel,,201.3,163.5,Lower,Jurassic,Pliensbachian,,Evaporites,,,Hirsch(1988),,1639
E,37,E3817,32,N,35.5,E,Asia,Jordan,,201.3,163.5,Lower,Jurassic,,Liassic,Gypsum,,,Basha(1995),,1640
E,38,E3817.1,36.6,N,74,E,Asia,Pakistan,Reshit Valley  North Karakoram,201.3,163.5,Middle,Jurassic,Bajocian,,Evaporites,Reshit,,Gaetani et al.(1993),,1641
E,39,E3817.2,36.3,N,76.75,E,,,,201.3,163.5,,,,,Evaporites,,,,,1642
E,40,E3818,26,N,50,E,Asia,,Middle East:Arabian and Iranian sides of the Persian Gulf,201.3,163.5,Lower,Jurassic,,Liassic,Evaporites,,,Murris(1980 Fig. 10),,1643
E,41,E3819,26,N,52,E,Asia,,Middle East:Arabian and Iranian sides of the Persian Gulf,201.3,163.5,Lower,Jurassic,,Liassic,Evaporites,,,Murris(1980 Fig. 10),,1644
E,42,E3820,37,N,45,E,Asia,Turkey,southeastern Turkey on the NW side of the Arabian Shield;also nearby in Iraq,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,,Uygun(1980),,1645
E,43,E3821,17,N,103,E,Asia,Thailand,northeastern Thailand,201.3,163.5,L - M,Jurassic,,,Evaporites,Phu Kradung,,Hite(1973),,1646
E,44,E3822,45,N,-2,W,Europe,,Bay of Biscay,201.3,163.5,L - M,Jurassic,Sinemurian-Aalenian,,Evaporites,,,Ziegler(1982  Encl. 18),,1647
E,45,E3823,51,N,-8,W,Europe,Britain,North Celtic Sea and Fastnet Basins,201.3,163.5,Middle,Jurassic,Callovian,,Evaporites,,,Ainsworth et al.(1989),,1648
E,46,E3823.1,52.5,N,-5,W,Europe,Britain,St. George's Channel Basin,201.3,163.5,Middle,Jurassic,Bathonian ,,Evaporites,,,Tappin et al.(1994),,1649
E,47,E3824,41,N,44,E,Europe,C.I.S.(frm USSR),Scythian Plate plus the northern and southern Transcaucasus,201.3,163.5,Middle,Jurassic,Callovian,,Evaporites,,,Adamia et al.(1990  p. 132),,1650
E,48,E3825,44,N,0,,Europe,France,southwestern France,201.3,163.5,Lower,Jurassic,,,Evaporites,,,Bouroullec(1980),,1651
E,49,E3826,44,N,2.5,E,Europe,France,Detroit de Rodez,201.3,163.5,Lower,Jurassic,Hettangian,,Evaporites,,,Fuch(1980),,1652
E,50,E3827,50,N,1,E,Europe,France,the Pays de Bray,201.3,163.5,Lower,Jurassic,Hettangian,,Evaporites,,,Hallam(1984  p. 202),,1653
E,51,E3828,44,N,3,E,Europe,France,the Causses,201.3,163.5,Middle,Jurassic,Bathonian,,Evaporites,,localized evaporites above coal-bearing strata,Fursich et al.(1995),,1654
E,52,E3828.1,42,N,14,E,Europe,Italy,Balsorano area,201.3,163.5,Lower,Jurassic,Sinemurian,,Evaporites,,,Farinacci Ridolfi(1995),,1655
E,53,E3829,38,N,-9,W,Europe,Portugal,Portugal Basin,201.3,163.5,Lower,Jurassic,,,Evaporites,,,Rona(1982  Table 1),,1656
E,54,E3830,40.5,N,-8.5,W,Europe,Portugal,Aveiro Basin,201.3,163.5,Lower,Jurassic,Hettangian,,Evaporites,,,Roca Gomes(1992),,1657
E,55,E3831,43,N,-6,W,Europe,Spain,Cantabria,201.3,163.5,Lower,Jurassic,Sinemurian,,Evaporites,,,Ziegler(1988  Pl. 27),,1658
E,56,E3832,42,N,0,,Europe,Spain,Sierra del Moncayo,201.3,163.5,Lower,Jurassic,Hettangian-lower Pliensbachian,,Evaporites,,evaporites in grabens,San Roman Aurell(1992),,1659
E,57,E3833,45,N,-50,W,North America,Canada,Offshore Eastern Canada:Grand Banks,201.3,163.5,Lower,Jurassic,,Upper Triassic-Lower Jurassic,Evaporites,,,Manspeizer(1988),see also Balkwill Legall(1989),1660
E,58,E3834,44,N,-63,W,North America,Canada,Offshore Eastern Canada:Jeanne d'Arc and Sable Basins,201.3,163.5,Lower,Jurassic,Norian-Sinemurian,Upper Triassic-Lower Jurassic,Evaporites,,,Welsink et al.(1989),see also Tankard et al.(1989),1661
E,59,E3835,50,N,-105,W,North America,Canada,Williston Basin,201.3,163.5,Middle,Jurassic,,,Evaporites,,,McCrossan Glaister(1966),,1662
E,60,E3836,22,N,-78,W,North America,Cuba,Camaguey Province,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,Punta Alegre ,,Claypool et al.(1980  Appendix),see also Meyerhoff Hatten(1968),1663
E,61,E3837,15,N,-84,W,North America,Honduras,Mosquitia Basin of eastern Honduras,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,Louann Salt equivalent,a seismic anomaly that might represent a Louann Salt equivalent,Mills(1991),,1664
E,62,E3837.2,17,N,-92,W,North America,Mexico,Chiapas,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,,Salvador(1991),,1665
E,63,E3837.3,18,N,-97.5,W,North America,Mexico,Oaxaca,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,,Salvador(1991),,1666
E,64,E3837.1,23,N,-98,W,North America,Mexico,Tamaulipas,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,,Salvador(1991),,1667
E,65,E3838,33,N,-77,W,North America,United States,offshore eastern North America from the Carolina Trough northeast to the Scotian Basin ,201.3,163.5,Lower,Jurassic,,Upper Triassic-Lower Jurassic,Evaporites,,,Dillion et al.(1988),,1668
E,66,E3838.1,28.5,N,-100,W,North America,United States,,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,,Salvador(1991),,1669
E,67,E3838.2,33,N,-95,W,North America,United States,,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,,Salvador(1991),,1670
E,68,E3838.3,30,N,-85,W,North America,United States,,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,,Salvador(1991),,1671
E,69,E3838.4,41,N,-68.3,W,North America,United States,Georges Bank area,201.3,163.5,Middle,Jurassic,,Early-Middle Jurassic,Evaporites,,COST No. G-1 Well,Amato Bebout(1980),,1672
E,70,E3838.5,40.9,N,-67.5,W,North America,United States,Georges Bank area,201.3,163.5,Middle,Jurassic,,Early-Middle Jurassic,Evaporites,,COST No. G-2 Well,Amato Simonis(1980),,1673
E,71,E3839,32,N,-87,W,North America,United States,Alabama,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,Werner,,Johnson et al.(1989),,1674
E,72,E3839.1,30.5,N,-88,W,North America,United States,Alabama:southwestern Alabama,201.3,163.5,M - U,Jurassic,Callovian(Callovian-Oxfordian),,Evaporites,Werner(Louann Salt),,Tolson et al.(1983),,1675
E,73,E3840,37,N,-113,W,North America,United States,Arizona & Utah:southwestern Utah and northwestern Arizona,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,Carmel  Curtis,,Johnson et al.(1989),see also Rose(1996),1676
E,74,E3840.1,39,N,-11.2,W,,,,201.3,163.5,,,,,Evaporites,,,,,1677
E,75,E3841,38,N,-108,W,North America,United States,Colorado:southwestern Colorado,201.3,163.5,Middle,Jurassic,,,Evaporites,Wanakah,,O'Sullivan(1992),,1678
E,76,E3842,31,N,-87,W,North America,United States,Gulf Coast Region:Alabama,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,,Lowenstein(1987),,1679
E,77,E3843,33,N,-93,W,North America,United States,Gulf Coast Region:Texas to Florida  including Arkansas,201.3,163.5,M - U,Jurassic,,Upper Triassic(Middle Jurassic),Evaporites,Buckner Norphlet(Louann),,Lowenstein(1987),,1680
E,78,E3844,32,N,-90,W,North America,United States,Gulf Coast Region:Alabama and Mississippi,201.3,163.5,Middle,Jurassic,,,Evaporites,Louann ,,Lowenstein(1987),,1681
E,79,E3845,26,N,-96.8,W,North America,United States,Gulf Coast Region:Gulf of Mexico Basin,201.3,163.5,Middle,Jurassic,,,Evaporites,Louann Salt   ,,Rona(1982  Table 1),,1682
E,80,E3846,25,N,-78,W,North America,United States,Gulf Coast Region:Bahama Banks,201.3,163.5,Middle,Jurassic,,,Evaporites,Louann Salt,subsurface,Rona(1982  Table 1),,1683
E,81,E3849,30,N,-92,W,North America,United States,Louisiana,201.3,163.5,Lower,Jurassic,,,Evaporites,Werner,,Johnson et al.(1989),,1684
E,82,E3850,44,N,-72,W,North America,United States,Massachusetts and Connecticut:Connecticut Valley of Massachusetts,201.3,163.5,Lower,Jurassic,,,Evaporites,,lacustrine halite,Parnell(1983b),,1685
E,83,E3851,32,N,-90,W,North America,United States,Mississippi,201.3,163.5,Lower,Jurassic,,,Evaporites,Werner,,Johnson et al.(1989),,1686
E,84,E3852,48,N,-110,W,North America,United States,Montana:central Montana,201.3,163.5,Middle,Jurassic,,,Evaporites,,,McKee et al.(1956),,1687
E,85,E3852.1,42,N,-103,W,North America,United States,Nebraska:noerthwestern Nebraska and adj  areas of South Dakota and Wyoming,201.3,163.5,Lower,Jurassic,,,Evaporites,,,Johnson et al.(1989),,1688
E,86,E3852.2,44,N,-108,W,North America,United States,Nebraska:Big Horn Basin,201.3,163.5,Middle,Jurassic,Bajocian and Bathonian,,Evaporites,Gypsum Spring and Piper Frms,,Kvale et al.(2001),,1689
E,87,E3853,40,N,-119,W,North America,United States,Nevada:Carson Sink,201.3,163.5,L - M,Jurassic,,,Evaporites,,,Speed(1974),,1690
E,88,E3854,36,N,-107,W,North America,United States,New Mexico:northern New Mexico,201.3,163.5,Middle,Jurassic,Callovian,,Evaporites,Todilto,,Anderson Lucas(1994),,1691
E,89,E3855,30,N,-95,W,North America,United States,Texas:East Texas,201.3,163.5,Lower,Jurassic,,,Evaporites,Werner,,Johnson et al.(1989),,1692
E,90,E3856,39,N,-113,W,North America,United States,Utah:Sevier Valley in central Utah,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,,Pratt et al.(1966),,1693
E,91,E3857,37,N,-112,W,North America,United States,Utah:southern Utah,201.3,163.5,Middle,Jurassic,,,Evaporites,,,Blakey et al.(1983),,1694
E,92,E3857.1,38.3,N,-111,W,North America,United States,Utah:Henry Mountians region,201.3,163.5,L-M-U?,Jurassic,,,Gypsum,Carmel ,,Doelling Graham(1972  p. 101),,1695
E,93,E3857.2,37.25,N,-112.5,W,North America,United States,Utah:Aton Coalfield,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,Carmel,,Doelling Graham(1972b),,1696
E,94,E3857.3,37.5,N,-111.5,W,North America,United States,Utah:Kaiparowits Coal Field,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,Carmel,,Doelling Graham(1972b),,1697
E,95,E3857.4,37.5,N,-113,W,North America,United States,Utah:Kolob-Harmony Coal Field,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,Carmel,,Doelling Graham(1972b),,1698
E,96,E3858,48,N,-113,W,North America,United States,Williston Basin on the U.S. side,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,,Reed(1963,,1699
E,97,E3859,42,N,-106,W,North America,United States,Wyoming:Southern Rockies,201.3,163.5,Middle,Jurassic,,,Evaporites,,,Brenner(1983  Fig. 8A),,1700
E,98,E3860,-38,S,-70,W,South America,Argentina,Neuquen,201.3,163.5,Lower,Jurassic,,,Evaporites,Tabanas,,Brodtkorb et al.(1982),,1701
E,99,E3860.1,-37,S,-70,W,South America,Argentina,Mendoza,201.3,163.5,Middle,Jurassic,Bathonian,,Evaporites,,,Riccardi Westermann(1999),,1702
E,100,E3860.2,-8,S,-72,W,South America,Brazil,Acre Basin,201.3,163.5,Lower,Jurassic,,Liassic,Evaporites,Sul(Eopermian),,Feijo Souza(1994),,1703
E,101,E3860.3,-4.46,S,-44,W,South America,Brazil,Parnaiba Basin,201.3,163.5,Middle,Jurassic,,Dogger,Evaporites,Pastos Bons ,,Goes Feijo(1994),,1704
E,102,E3860.4,-2,S,-43,W,South America,Brazil,(Barreirinhas Basin),201.3,163.5,Middle,Jurassic,,Dogger,Evaporites,Pastos Bons ,,Goes Feijo(1994);(Feijo  1994b),,1705
E,103,E3861,-25,S,-70,W,South America,Chile,Atacama region of northern Chile,201.3,163.5,Lower,Jurassic,,Upper Triassic-Lower Jurassic,Evaporites,,continental evaporites,Suarez Bell(1987),,1706
E,104,E3861.1,-24.55,S,-69.25,W,South America,Chile,,201.3,163.5,Middle,Jurassic,Bajocian,,Evaporites,Profeta,,Marinovic et al.(1995),,1707
E,105,E3862,5,N,-75,W,South America,Colombia,central Colombia,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,,Benavides(1968  Fig. 4  pp. 262-266),,1708
E,106,E3863,5,N,-78,W,South America,Ecuador,central Ecuador,201.3,163.5,L-M-U?,Jurassic,,,Evaporites,,,Benavides(1968  Fig. 4  pp. 262-266),,1709
E,107,E3864,3,N,-60,W,South America,Guyana,southern Guyana,201.3,163.5,Middle,Jurassic,Bajocian,see also Gibbs Barron(1993)assigned to Lias by them,Evaporites,Pirara,,Teitz(19910,,1710
E,108,E3865,-8,S,-77,W,South America,Peru,Utcubama Valley northern Peru,201.3,163.5,Middle,Jurassic,Bajocian,,Evaporites,,extensive  north-south occurrences,Benavides(1968  Fig. 4  pp. 262-266),,1711
E,109,E3866,-11,S,-76,W,South America,Peru,Tarma central Peru,201.3,163.5,Middle,Jurassic,Bajocian,,Evaporites,Pucara Group,,Benavides(1968  Fig. 4  pp. 262-266),,1712
E,110,E3867,-13,S,-70,W,South America,Peru,near Oroya,201.3,163.5,Middle,Jurassic,Bajocian,,Evaporites,Potosi,,Benavides(1968  Fig. 4  pp. 262-266),,1713
E,111,E3868,-11,S,-76,W,South America,Peru,near Morochoca,201.3,163.5,Middle,Jurassic,Bajocian,,Evaporites,,,Benavides(1968  Fig. 4  pp. 262-266),,1714
E,112,E3869,-11.5,S,-76,W,South America,Peru,Malpaso region,201.3,163.5,Lower,Jurassic,Pliensbachian-Toarcian,,Evaporites,Condorsinga,,Blau et al.(1994),,1715
CA,113,CA3870,32,,-4,W,Africa,Morocco,central High Atlas,201.3,163.5,Middle,Jurassic,,,Calcretes,,probable calcrete,Lang et al.(1990),,1716
CA,114,CA3871,32,N,-5,W,Africa,Morocco,High Atlas,201.3,163.5,Middle,Jurassic,,,Calcretes,,,Mahdoudi et al.(1989),,1717
CA,115,CA3872,-30,S,28,E,Africa,South Africa,,201.3,163.5,Lower,Jurassic,,,Calcretes,Cave Sandstone of the Stormberg Series,,Beukes(1972),,1718
CA,116,CA3872.1,-29,S,28,E,Africa,South Africa,eastern Orange Free State,201.3,163.5,Lower,Jurassic,,,Calcretes,Elliot,,Smith Kitching(1997),see also Smith Kitching(1996),1719
CA,117,CA3873,42,N,83,E,Asia,China,North Tarim Basin,201.3,163.5,Middle,Jurassic,,Chen Pei-ji(written comm. 1992) has redated the formation as Middle Jurassic,Calcretes,lower Qiakemakeqi,,Hendrix et al.(1992),,1720
CA,118,CA3874,38,N,29,E,Asia,Turkey,southwestern Turkey,201.3,163.5,Lower,Jurassic,,,Calcretes,,carbonate calcretes,Bernoulli Wagner(1971),,1721
CA,119,CA3875,44.3,N,2,E,Europe,France,Villefranche region,201.3,163.5,Lower,Jurassic,,infra-Liassic age,Calcretes,,dolocrete,Simon-Coincon et al.(1995),,1722
CA,120,CA3876,43,N,13,E,Europe,Italy,central Appennines,201.3,163.5,Lower,Jurassic,,,Calcretes,,carbonate calcretes,Bernoulli Wagner(1971),,1723
CA,121,CA3877,47,N,12,E,Europe,Italy,northern Italy,201.3,163.5,Middle,Jurassic,,,Calcretes,,,Folk McBride(1976),,1724
CA,122,CA3877.1,42,N,13,E,Europe,Italy,Bolsorana,201.3,163.5,Lower,Jurassic,Sinemurian,,Calcretes,,,Farinacci Ridolfi(1995),,1725
CA,123,CA3877.2,61,N,2,E,Europe,Norway,Tampen Spur area,201.3,163.5,Lower,Jurassic,Hettangian,,Calcretes,basal Raude Member-Statfjord Frm,overlain by kaolinitic material in the Eriksson Member  i.e. climatic change,Nystuen Falt(1995),see also Van Wagoner et al.(1995),1726
CA,124,CA3878,37,N,-3.5,W,Europe,Spain,Subbetic,201.3,163.5,Middle,Jurassic,,,Calcretes,,calcrete from paleokarst,Jimenez de Cisneros et al.(1993),,1727
CA,125,CA3878.1,56.35,N,-6.3,W,Europe,United Kingdom,Scotland:Inner Hebrides,201.3,163.5,Lower,Jurassic,Hettangian,,Calcretes,,,Fyfe et al.(1993),,1728
CA,126,CA3879,45,N,-63,W,North America,Canada,Nova Scotia,201.3,163.5,Lower,Jurassic,,,Calcretes,McCoy Brook,,Tanner Hubert(1992),see also Tanner(1996),1729
CA,127,CA3880,38,N,-110,W,North America,United States,Utah:southeastern Utah,201.3,163.5,L-M-U?,Jurassic,,,Calcretes,Navajo,,Loope(1988),,1730
D,128,D3881,69,N,100,E,Russia,,North Siberian,201.3,163.5,Lower,Jurassic,,,Dropstones,,results of shore ice presence,Chumakov(in Hambrey Harland  1981),,1731
D,129,D3882,72,N,110,E,Russia,,North Siberian,201.3,163.5,Lower,Jurassic,,,Dropstones,,results of shore ice presence,Chumakov(in Hambrey Harland  1981),,1732
D,130,D3883,73,N,119,E,Russia,,North Siberian,201.3,163.5,Lower,Jurassic,,,Dropstones,,results of shore ice presence,Chumakov(in Hambrey Harland  1981),,1733
D,131,D3884,69,N,122,E,Russia,,North Siberian,201.3,163.5,Lower,Jurassic,,,Dropstones,,results of shore ice presence,Chumakov(in Hambrey Harland  1981),,1734
D,132,D3885,62,N,142,E,Russia,,North Siberian,201.3,163.5,Lower,Jurassic,,,Dropstones,,results of shore ice presence,Chumakov(in Hambrey Harland  1981),,1735
G,133,G3886,70,N,120,E,Russia,,North Siberian,201.3,163.5,Middle,Jurassic,,,Glendonites,,,Kaplan(1978),,1736
C,134,C3887,32,N,-6,W,Africa,Algeria,Akedim Msemrir,201.3,163.5,Middle,Jurassic,,,Coals,,,Gorsky et al.(1967 sheet 13),,1737
C,135,C3888,34,N,-5,W,Africa,Algeria,Sefrou,201.3,163.5,Middle,Jurassic,,,Coals,,,Gorsky et al.(1967 sheet 13),,1738
C,136,C3889,31,N,28,E,Africa,Egypt,northern Egypt,201.3,163.5,Middle,Jurassic,Bathonian,,Coals,Safa,,Keeley et al.(1990),,1739
C,137,C3890,30,N,33,E,Africa,Egypt,Western Desert to northern Sinai,201.3,163.5,Middle,Jurassic,Bathonian,,Coals,,,Adindani Shakhov(1970  Fig. 12),,1740
C,138,C3891,30.6,N,33.3,E,Africa,Egypt,El Maghave,201.3,163.5,Middle,Jurassic,Bathonian,,Coals,,El Maghave No. 4 borehole,Mohsen(1990),,1741
C,139,C3891.1,33,N,26.5,E,Africa,Egypt,Umbaka on the west,201.3,163.5,Middle,Jurassic,,,Coals,Safa,,Bagge Keeley(1994),,1742
